Date,Startup Name,Industry Vertical,SubVertical,City,Investors Name,InvestmentnType, Amount in USD ,,,,
20-08-2017,Rootefy,ECommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed,187000,,,,
21-08-2017,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI  s,Seed,734000,,,,
21-08-2017,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,6800000,,,,
23-08-2017,Indiez,Technology,Software & Mobile app development platform,Bengaluru,Haresh Chawla,Seed,500000,,,,
23-08-2017,Bombay Shaving Company,ECommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,2300000,,,,
23-08-2017,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,80000000,,,,
24-08-2017,Ezetap,Technology,mPOS solutions provider,Bengaluru,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,16000000,,,,
25-08-2017,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bengaluru,"PBS Srinivas, Vinod Martin,",Seed,125000,,,,
25-08-2017,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed,750000,,,,
28-08-2017,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,7000000,,,,
29-08-2017,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed,750000,,,,
29-08-2017,CureFit,Consumer Internet,End to End health and wellness platform.,Bengaluru,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,25000000,,,,
30-08-2017,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bengaluru,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,30000000,,,,
30-08-2017,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bengaluru,"Ward Ferry Management and Karst Peak Capital,",Private Equity,34000000,,,,
01-09-2017,Aahaa Stores,ECommerce,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,1000000,,,,
01-09-2017,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,1300000,,,,
01-09-2017,MFine,Consumer Internet,Online Doctor Discovery platform,Bengaluru,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,1500000,,,,
04-09-2017,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,5600000,,,,
05-09-2017,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed,600000,,,,
05-09-2017,Shubh Loans,Consumer Internet,online lending platform,Bengaluru,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,1500000,,,,
06-09-2017,OncoStem,Healthcare,Medical Diagnostic Solutions,Bengaluru,"Sequoia Capital India, Artiman Ventures",Private Equity,6000000,,,,
06-09-2017,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,10000000,,,,
06-09-2017,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,10750000,,,,
06-09-2017,Power2SME,ECommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,26000000,,,,
07-09-2017,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt Funding,780000,,,,
07-09-2017,Seniority,ECommerce,ECommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,1000000,,,,
07-09-2017,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,5000000,,,,
07-09-2017,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,250000000,,,,
08-09-2017,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt Funding,6900000,,,,
11-09-2017,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,6200000,,,,
11-09-2017,Ecom Express,Logistics,Logistics Tech,New Delhi,Warburg Pincus,Private Equity,30000000,,,,
12-09-2017,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed,100000,,,,
12-09-2017,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,3000000,,,,
12-09-2017,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bengaluru,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,17000000,,,,
13-09-2017,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed,780000,,,,
13-09-2017,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bengaluru,"Accel Partners,",Private Equity,2000000,,,,
13-09-2017,OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,10000000,,,,
13-09-2017,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,11500000,,,,
14-09-2017,WheelStreet,Consumer Internet,Bike Rental Platform,Bengaluru,Y Combinator,Seed,120000,,,,
14-09-2017,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,44000000,,,,
18-09-2017,The Moms Co,ECommerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,1000000,,,,
19-09-2017,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,50000000,,,,
21-09-2017,Homergize,ECommerce,Home Furnishing & Building material marketplace,Bengaluru,LG Chandrasekhar,Private Equity,1000000,,,,
21-09-2017,SaveBC,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,6000000,,,,
22-09-2017,Yatra.com,ECommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt Funding,15400000,,,,
25-09-2017,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed,150000,,,,
25-09-2017,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bengaluru,Battery Road Digital Holdings LLC,Seed,422000,,,,
25-09-2017,Synup,Technology,SME Marketing Management Solution,Bengaluru,"Vertex Ventures, Prime Venture Partners.",Private Equity,6000000,,,,
27-09-2017,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed,300000,,,,
27-09-2017,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bengaluru,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,1000000,,,,
27-09-2017,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,1600000,,,,
28-09-2017,Aadyah,Technology,Defense Tech & Aerospace startup,Bengaluru,Keiretsu Forum,Private Equity,1000000,,,,
03-10-2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bengaluru,"Tencent, Softbank Group",Private Equity,110000000,,,,
04-10-2017,CollPoll,Consumer Internet,Education collaboration platform,Bengaluru,Sprout Angels,Seed,306000,,,,
04-10-2017,PhonePe,Consumer Internet,Digital Wallet,Bengaluru,Flipkart,Private Equity,38700000,,,,
05-10-2017,Oorjan,Technology,rooftop solar platform,Mumbai,Globevestor,Seed,450000,,,,
05-10-2017,Little Black Book,Consumer Internet,Local Recommendations and Discoveries Platform,New Delhi,"Blume Ventures, IDG Ventures & Indian Angel Network",Private Equity,1000000,,,,
05-10-2017,Zefo,ECommerce,ECommerce Portal for Used Goods,Bengaluru,"Sequoia India, Helion Venture Partners, Beenext",Private Equity,9200000,,,,
06-10-2017,Slice Pay,Consumer Internet,Student Micro-financing platform,Bengaluru,"Das Capital, Simile Ventures",Private Equity,2000000,,,,
06-10-2017,Yaantra,ECommerce,Mobile repair and Refurbishment platform,New Delhi,Carpediem Capital,Private Equity,3100000,,,,
06-10-2017,Farm Taaza,Technology,Fresh Produce SCM company,Bengaluru,"Epsilon Venture Partners, Tara India Fund IV and others",Private Equity,8000000,,,,
06-10-2017,Drivezy,Consumer Internet,Self Drive car and bike rental platform,Bengaluru,"Das Capital, Axan Partners, Das Capital and IT Farm",Private Equity,10000000,,,,
09-10-2017,OneStepUp,Technology,Education Technology platform,New Delhi,Orient BlackSwan,Seed,336000,,,,
09-10-2017,MyGubbi,ECommerce,Home Interior Designing Seller,Bengaluru,"Firoze Irani, Vipul Parekh, Ananda Kallugadde, Rajesh K Murthy",Private Equity,2700000,,,,
10-10-2017,Parallel Dots,Technology,AI-powered deep learning solutions,Gurgaon,"Multipoint Capital,",Private Equity,1400000,,,,
10-10-2017,Easy Diner,Consumer Internet,online restaurant reservation platform,Gurgaon,Saama Capital and DSG Consumer Partners,Private Equity,4500000,,,,
11-10-2017,StanPlus,Logistics,Medical Transportation Services,Hyderabad,KStart Capital,Private Equity,1100000,,,,
11-10-2017,Meesho,ECommerce,Online Reseller Network,Bengaluru,"SAIF Partners, YCombinator, Venture Highway",Private Equity,3100000,,,,
12-10-2017,UCLID,Technology,"Education Network for Institutions, teachers & Students",Hyderabad,Undisclosed investors,Seed,235000,,,,
13-10-2017,Gapoon,Consumer Internet,home maintenance services platform,Bengaluru,"Vida Ventures, Snehal Mantri, Anshu Bahadur",Seed,250000,,,,
13-10-2017,Chaayos,ECommerce,Online Chai ordering platform,Gurgaon,Tiger Global Management,Private Equity,2000000,,,,
13-10-2017,Policy Bazaar,Consumer Internet,Online insurance policy aggregator,Gurgaon,"Wellington Management, DG Ventures India, True North",Private Equity,77000000,,,,
16-10-2017,KrazyBee,Consumer Internet,Micro-lending platform,Bengaluru,"Xiaomi Technologies, Shunwei Capital",Private Equity,8000000,,,,
16-10-2017,Renew Buy,Consumer Internet,Online Insurance Aggregator,New Delhi,Amicus Capital,Private Equity,9200000,,,,
17-10-2017,Fingerlix,Consumer Internet,Food Ordering Portal,Bengaluru,"Accel Partners, Zephyr Peacock",Private Equity,7000000,,,,
18-10-2017,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed,500000,,,,
18-10-2017,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,7000000,,,,
18-10-2017,BlackBuck,Logistics,B2B Logistics provider,Bengaluru,Innoven Capital,Private Equity,7700000,,,,
23-10-2017,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed,118000,,,,
23-10-2017,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt Funding,3100000,,,,
23-10-2017,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,6000000,,,,
23-10-2017,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,7000000,,,,
24-10-2017,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed,500000,,,,
24-10-2017,Skillenza,Consumer Internet,Online Learning Platform,Bengaluru,"Blume Ventures, Indian Angel Network",Seed,722000,,,,
24-10-2017,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,3000000,,,,
25-10-2017,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed,550000,,,,
26-10-2017,Big Basket,ECommerce,Online Grocery portal,Bengaluru,Helion Ventures Partners,Private Equity,5000000,,,,
27-10-2017,OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt Funding,3800000,,,,
28-10-2017,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed,120000,,,,
28-10-2017,Ola Cabs,Consumer Internet,App based cab hailing services,Bengaluru,ANI Technologies Pvt. Ltd,Private Equity,7700000,,,,
30-10-2017,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,2000000,,,,
31-10-2017,NetMeds,ECommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,14000000,,,,
31-10-2017,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,32000000,,,,
02-11-2017,Prest Loans,Finance,Business & SME Loans provider,New Delhi,"Manish Poddar, Arun Garg, Parmeshwar Sharma",Seed,570000,,,,
03-11-2017,Kalpnik Technologies,Technology,VR based Spiritual platform,Bengaluru,Venture Catalysts,Seed,500000,,,,
03-11-2017,Vagupu,Technology,Online Tutorial Marketplace,Bengaluru,Undisclosed Investors,Seed,1000000,,,,
04-11-2017,Hevo Data,Technology,Real time data analytics & reporting,Bengaluru,IDG Ventures India,Private Equity,1000000,,,,
07-11-2017,DocTalk,Technology,Doctor Patient Communication platform,Mumbai,"Matrix Partners India, Khosla Ventures",Private Equity,5000000,,,,
07-11-2017,CoveIoT,Technology,Wearable tech and Internet of Things platform,Bengaluru,"Titan Co Ltd, Tata Group  s watch and jewellery retailing firm",Private Equity,5000000,,,,
08-11-2017,Fisdom,Finance,Mutual Fund Investment App,Bengaluru,Quona Capital Management,Private Equity,3000000,,,,
08-11-2017,FarmLink,ECommerce,Online platform for Agricultural products,Mumbai,"Pioneering Ventures, Syngenta AG",Private Equity,3000000,,,,
08-11-2017,OpenApp,Technology,IoT based Tech Startup,Bengaluru,"Axilor Ventures, Kumar Vembu",Private Equity,3600000,,,,
08-11-2017,TalentEdge,Technology,Distance Education Learning Platform,Bengaluru,Lumis Partners,Private Equity,7600000,,,,
09-11-2017,NoPaperForms,Technology,Enrolment Management Platform,Delhi,Info Edge,Seed,872000,,,,
10-11-2017,Qubole,Technology,Big Data based analytics platform,Bengaluru,"Singtel, Innov8, Harmony Partners",Private Equity,25000000,,,,
13-11-2017,Universal Sportsbiz Pvt. Ltd,ECommerce,Celebrity fashion accessories and merchandise,Mumbai,Accel Partners,Private Equity,15000000,,,,
14-11-2017,Active AI,Technology,AI based FinTech platform,Bengaluru,Vertex Ventures,Private Equity,8250000,,,,
15-11-2017,Sumeru,Technology,Banking Software License Platform,Bengaluru,Undisclosed Investors,Seed,900000,,,,
15-11-2017,Omnia Information,Technology,WiFi Analytics Platform,Delhi,Omidyar Network,Private Equity,3000000,,,,
17-11-2017,Kanhaiya,Inspiration,Storytelling platform,Hyderabad,Undisclosed Investors,Seed/ Angel Funding,200000,,,,
20-11-2017,ONN Bikes,Technology,Self riding bike rental program,Mumbai,Z Nation Lab,Seed/ Angel Funding,692000,,,,
21-11-2017,RedBook,Technology,AI based pharmacy drugs insights platform,Mumbai,"Vida Ventures, Dr. Aniruddha Malpani",Seed/ Angel Funding,250000,,,,
21-11-2017,Rapido,Technology,Bike and Taxi pooling online platform,Hyderabad,"Skycatcher Fund, Aravind Sanka",Seed/ Angel Funding,329230,,,,
21-11-2017,Nuvepro,Technology,Managed Cloud Environment Solutions,Mumbai,1Crowd,Seed/ Angel Funding,400000,,,,
21-11-2017,Heckyl,Technology,Big Data Analytics Platform,Mumbai,"Notion Capital, IDG Ventures",Private Equity,2700000,,,,
21-11-2017,Portea,Healthcare,Healthcare facilities at doorstep,Bengaluru,"Sabre Partners, MEMG CDC",Private Equity,26000000,,,,
21-11-2017,Epiq Capital,Finance,Tech based investor firm,Mumbai,Global Institutional Investors,Private Equity,200000000,,,,
24-11-2017,TempGo,Technology,IoT and SaaS based transportation platform,Goa,Javelin StartupO Victory Fund,Seed/ Angel Funding,250000,,,,
24-11-2017,IDG Ventures,Finance,Venture Capitalist,Bengaluru,Uniliver Ventures,Private Equity,10000000,,,,
27-11-2017,ERA,Technology,Identity management platform,Mumbai,Amit Patni,Seed/ Angel Funding,39000,,,,
27-11-2017,Smaaash,Technology,Virtual Reality based gaming platform,Mumbai,Sixth Sense Ventures,Private Equity,3800000,,,,
27-11-2017,Edelweiss,Finance,Diversified Financial,Mumbai,Undisclosed investors,Private Equity,270000000,,,,
28-11-2017,MobieFit,Healthcare,Health and fitness based mobile App,Goa,"NB Ventures, MediAssist",Seed/ Angel Funding,1350000,,,,
28-11-2017,FR8,Technology,Online Truck aggregator platform,Chennai,IFMR Capital,Debt Funding,1500000,,,,
28-11-2017,Stanza Living,Technology,Student accommodation platform,Delhi,"Matrix PArtners, Accel",Private Equity,2000000,,,,
28-11-2017,Chumbak,Lifestyle,Designer-led consumer products,Bengaluru,Gaja Capital,Private Equity,13000000,,,,
05-12-2017,Mobycy,Technology,Bicycle sharing Platform,Gurgaon,Undisclosed Investors,Seed/ Angel Funding,500000,,,,
05-12-2017,HandyTrain,Technology,Mobile Learning Management Platform,Goa,NB Ventures,Private Equity,1000000,,,,
05-12-2017,Dunzo,Technology,Daily Task Management Mobile App,Bengaluru,Google,Private Equity,12300000,,,,
05-12-2017,Tata Housing,Real Estate,Residential Project,Mumbai,Hines,Private Equity,23000000,,,,
06-12-2017,Fintobox,Technology,Child Learning & Development Platform,Chennai,Lightbox,Private Equity,7000000,,,,
06-12-2017,Greenlight Planet,Technology,Off-grid solar products platform,Mumbai,"Apis Partner, Eight Roads Ventures, Bamboo Capital Partners",Private Equity,60000000,,,,
07-12-2017,Cygnus Hospitals,Healthcare,Super speciality Hospitals,Gurgaon,Somerset Indus Capital Ventures,Seed/ Angel Funding,750000,,,,
07-12-2017,eShakti,ECommerce,"""Women's Fashion Clothing Online Platform""",Chennai,IDG Ventures,Debt Funding,2300000,,,,
07-12-2017,The Label Life,ECommerce,Home Decor and Online Fashion Portal,Mumbai,Kalpvriksh,Private Equity,3100000,,,,
07-12-2017,Mswipe,Technology,Mobile point of sale services provider,Mumbai,Eduardo Saverin,Private Equity,10000000,,,,
08-12-2017,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,5000000,,,,
11-12-2017,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/ Angel Funding,50000,,,,
